names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Lawa,3/3/2023,20,Thriller,A young videographer uses his camera to capture intimate moment of lovers visiting a beautiful and peaceful lake. He uses the captured videos for his own benefit of earning cash. It's just a matter of time until his dark practice will be revealed and dealt with accordingly.,"Sean de Guzman, , Cara Gonzales, , Jela Cuenca, , Josef Elizalde, , Julia Bersana, , Shiela Snow, , Millen Gal, , Thor Gomez, , Ardy Raymundo, ",Lawa, Released, Tagalog,12001040,38139010,PH
Creed III,3/2/2023,73,"Drama, Action","After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damien Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damien — a fighter who has nothing to lose.","Michael B. Jordan, Adonis Creed, Tessa Thompson, Bianca Taylor, Jonathan Majors, Damien Anderson, Wood Harris, Tony 'Little Duke' Evers, Phylicia Rashad, Mary Anne Creed, Mila Davis-Kent, Amara Creed, Florian Munteanu, Viktor Drago, José Benavidez Jr., Felix Chavez, Selenis Leyva, Laura Chavez",Creed III, Released, English,75000000,271616668,AU
The Park,3/2/2023,58,"Action, Drama, Horror, Science Fiction, Thriller","A dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. With dangers lurking around every corner, they will do whatever it takes to survive their hellish Neverland.","Chloe Guidry, Ines, Nhedrick Jabier, Bui, Carmina Garay, Kuan, Billy Slaughter, Martin Parker, Carli McIntyre, Rue, Laura Coover, Reporter, Presley Richardson, Bennett, Sean Papajohn, Jack, Legend Jay Jones, Slingshot Gang",The Park, Released, English,119200000,488962491,US
Nada Que Ver,3/2/2023,30,"Romance, Comedy","After Carlos is tasked to care for Paola, both characters must work out their differences to make their time together more pleasant. As time goes on, they are faced with lessons about trust, mutual respect, and perhaps love.","Fiona Palomo, Paola, Guillermo Villegas, Carlos, Nora Velázquez, , Jorge Zárate, , Camila Calónico, , Rebecca Jones, ",Nada Que Ver, Released," Spanish, Castilian",15541000,38139010,MX
Empire of Light,3/2/2023,67,"Drama, Romance","The duty manager of a seaside cinema, who is struggling with her mental health, forms a relationship with a new employee on the south coast of England in the 1980s.","Olivia Colman, Hilary, Micheal Ward, Stephen, Toby Jones, Norman, Colin Firth, Donald Ellis, Tom Brooke, Neil, Tanya Moodie, Delia, Hannah Onslow, Janine, Crystal Clarke, Ruby, Monica Dolan, Rosemary Bates",Empire of Light, Released, English,6660004,5251349,AU
Weird: The Al Yankovic Story,3/2/2023,69,"Music, Comedy","Exploring every facet of ‘Weird Al’ Yankovic’s life, from his meteoric rise to fame with early hits like ‘Eat It’ and ‘Like a Surgeon’ to his torrid celebrity love affairs and famously depraved lifestyle, this biopic takes audiences on a truly unbelievable journey through Yankovic’s life and career, from gifted child prodigy to the greatest musical legend of all time.","Daniel Radcliffe, 'Weird Al' Yankovic, Evan Rachel Wood, Madonna, Rainn Wilson, Dr. Demento, Toby Huss, Nick Yankovic, Jack Lancaster, Jim, Spencer Treat Clark, Steve, Tommy O'Brien, Bermuda, Arturo Castro, Pablo Escobar, Julianne Nicholson, Mary Yankovic",Weird: The Al Yankovic Story, Released, English,12000000,238918244.6,AU
Sun and Concrete,3/2/2023,79,"Drama, Crime, Adventure","The four Friends Lukas, Julius, Gino and Sanchez are trying to survive the everyday life in Neukölln, Berlin between Drugs, Gangs, Rap, Violence and Boredom. Until they are one day making a serious decision with serious consequences because of a dead certain Plan.","Levy Rico Arcos, Lukas, Rafael Luis Klein-Hessling, Gino, Vincent Wiemer, Julius, Aaron Maldonado-Morales, Sanchez, Nicole Johannhanwahr, Karin, Roland Wolf, Herr Reuter, Franziska Wulf, Gaby, Jörg Rühl, Polizist Werner, Marzia Tedeschi, Giovanna", Sonne und Beton, Released, German,65580000,608028318.4,DE
Black Warrant,3/1/2023,54,"Action, Thriller",A semi-retired special ops assassin and a DEA agent cross paths on separate missions to stop a cyber terrorist organization that has built a dangerous machine threatening to attack the power grid and bring catastrophe to the world.,"Tom Berenger, Nick Falconi, Cam Gigandet, Anthony, Jeff Fahey, LaRusso, Jonathan Avigdori, Sadiq, Sara Seyed, Rashida, Rafael Cabrera, Zico, Rodrigo Abed, Capitan Escalante, Tonantzin Esparza, Carmen",Black Warrant, Released, English,116000000,378399280.8,AU
El asistente,3/1/2023,100,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Rodrigo Noya, Miguel, Luis Cao, Jimmy, Florencia Raggi, Pato, Barbie Pucheta, Mónica, Luis Rubio, Luis, Federico Morosini, Lemmy, Fabio Alberti, Comisario",El asistente, Released," Spanish, Castilian",201000000,1569323844,AR
High Heat,3/1/2023,60,"Action, Comedy, Crime","When the local mafia shows up to burn down her restaurant, Ana, a chef with a meticulous past, defends her turf and proves her knife skills both in and out of the kitchen.","Olga Kurylenko, Ana, Don Johnson, Ray, Chris Diamantopoulos, Tom, Kaitlin Doubleday, Mimi, Page Falkinburg Jr., Dom, Dylan Flashner, Sebastian, Bianca D'Ambrosio, Becky, Erik Bloomquist, Miles",High Heat, Released, English,78000000,277412220,AU
Tonight You're Sleeping with Me,3/1/2023,64,"Romance, Drama","Stuck in a passionless marriage, a journalist must choose between her distant but loving husband and a younger ex-boyfriend who has reentered her life","Roma Gasiorowska, Nina, Maciej Musial, Janek, Wojciech Zielinski, Maciek, Magdalena Groszek, Zuzia, Jadwiga Zurawska, Lena, Ewa Wencel, Matka Niny, Jacek Koman, Ojciec Niny, Malgorzata Mikolajczak, Agnieszka, Karolina Porcari, Eliza Jankowska", Dzisiaj spisz ze mna, Released, Polish,102000000,254278668.2,PL
Folie à Famille,3/1/2023,60,"Comedy, Drama, Family",We don't have an overview translated in English. Help us expand our database by adding one.,"Álvaro Agredano, Mario, Trini Alabanda, Lola, Fran Cubero, Pedro, María Giménez, Elena, Araceli Hurtado, Rebeca",Folie à Famille, Released," Spanish, Castilian",106000000,242236239,ES
Martyr or Murderer,3/1/2023,20,"Drama, History","A sequel to Maid in Malacañang. The film explores the assassination of Ninoy Aquino on August 21, 1983, three years before the events of Maid in Malacañang, and how the Marcoses were accused of as those responsible for killing him.","Cesar Montano, Ferdinand Marcos, Cristine Reyes, Imee Marcos, Diego Loyzaga, Bongbong Marcos, Ella Cruz, Irene Marcos, Ruffa Gutierrez, Imelda Marcos, Isko Moreno, Ninoy Aquino, Marco Gumabao, Young Ferdinand Marcos, Cindy Miranda, Young Imelda Marcos, Jerome Ponce, Young Ninoy Aquino",Martyr or Murderer, Released, Tagalog,12001040,38139010,PH
Soft,2/28/2023,0,Drama,Three adolescent boys become enraptured with life in the queer world as they experience it for the first time. It isn't until a loss of life that they are forced to acknowledge the reality they have chosen to leave behind.,"Matteus Lunot, Julien, Zion Matheson, Tony, Harlow Joy, Otis, Miyoko Anderson, Dawn, Trevor Hayes, Bruce, Krista Morin, Joslyn, David Lafontaine, Richard, Matt Willis, Bouncer, Joy Castro, Anna",Soft, Released, English,174600000,175269998.8,AU
LOLA,2/28/2023,0,"Drama, Science Fiction","Centres on the sisters as they initially use the machine to discover music from future and place bets, before realising it will best be used to help fight the Nazis. But when the sisters clash, the consequences are catastrophic.","Emma Appleton, Thomasina Hanbury, Stefanie Martini, Martha Hanbury, Rory Fleck-Byrne, Lieutenant Sebastien Holloway, Aaron Monaghan, Cobcroft, Shaun Boylan, Reginald Watson, Hugh O'Conor, Enoch, Ayvianna Snow, Rebecca Cavendish, Philip Condron, Aryan",LOLA, Released, English,221940000,178359863,IE
Die Hart,2/24/2023,62,"Action, Comedy, Thriller","Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.","Kevin Hart, Kevin Hart, John Travolta, Ron Wilcox, Nathalie Emmanuel, Jordan King, Jean Reno, Claude Van De Velde, Josh Hartnett, Josh, Kenneth Trujillo, Diego, Joshua Lamboy, Ortiz, Brandon Quinn, Danny Morrison, Milana Vayntrub, Leah",Die Hart, Released, English,113000000,369995579.2,US
We Have a Ghost,2/24/2023,66,"Comedy, Fantasy, Family, Adventure","After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.","David Harbour, Ernest, Jahi Di'Allo Winston, Kevin Presley, Anthony Mackie, Frank Presley, Erica Ash, Melanie Presley, Niles Fitch, Fulton Presley, Isabella Russo, Joy Yoshino, Tig Notaro, Dr. Leslie Monroe, Tom Bower, Ernest Scheller, Sean Boyd, Young Ernest Scheller",We Have a Ghost, Released, English,150000000,569719222.6,US
Suki,2/24/2023,30,Drama,"A lady stripper and a gigolo promised each other that their work can't break them apart. But when lust and temptation come into the picture, they begin to question their vow.","Azi Acosta, , Alona Navarro, , John Flores, , Jiad Arroyo, , Gwen Garci, , Yda Manzano, , Chad Kinis, , Soliman Cruz, , Alexa Ocampo, ",Suki, Released, Tagalog,15541000,38139010,PH
Charlton Heston: Radical to Right Wing,2/24/2023,90,"Documentary, TV Movie",A look at the life and work of the iconic US actor Charlton Heston (1923-2008); the embodiment of many mythic heroes who was both a staunch defender of the Civil Rights movement during the sixties and a spokesman for the National Rifle Association in his later years. The extraordinary and controversial public and personal career of one of the greatest film personalities of all time.,"Maud Guillaumin, Self - Narrator (voice), Jonathan Kuntz, Self, Mark Eliot, Self, Stephen Macht, Self, Stephen Schlesinger, Self, Steven Roth, Self, Julian Glover, Self, Lawrence Guterman, Self, John T. Price, Self", Charlton Heston : la démesure d'un géant, Released, French,264000000,1263824107,FR
Cocaine Bear,2/23/2023,66,"Thriller, Comedy, Crime","Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.","Keri Russell, Sari, Alden Ehrenreich, Eddie, O'Shea Jackson Jr., Daveed, Ray Liotta, Syd, Kristofer Hivju, Olaf (Kristoffer), Margo Martindale, Ranger Liz, Christian Convery, Henry, Isiah Whitlock Jr., Bob, Jesse Tyler Ferguson, Peter",Cocaine Bear, Released, English,35000000,80000000,AU
Huesera: The Bone Woman,2/23/2023,58,"Drama, Horror, Mystery","Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.","Natalia Solián, Valeria, Alfonso Dosal, Raúl, Mayra Batalla, Octavia, Mercedes Hernández, Isabel, Aida López, Maricarmen, Martha Claudia Moreno, Ursula, Enoc Leaño, Luis, Pablo Guisa Koestinger, Vecino (cameo), Sonia Couoh, Vero", Huesera, Released," Spanish, Castilian",135000000,670271186.2,MX
Missing,2/23/2023,77,"Drama, Mystery, Thriller","When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.","Storm Reid, June Allen, Joaquim de Almeida, Javier, Ken Leung, Kevin Lin, Amy Landecker, Heather Damore, Daniel Henney, Agent Elijah Park, Nia Long, Grace Allen, Megan Suri, Veena, Tim Griffin, James Allen, Rick Chambers, Morning Host",Missing, Released, English,1000000,45013424,AU
Aftersun,2/23/2023,77,Drama,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,"Paul Mescal, Calum, Frankie Corio, Sophie, Celia Rowlson-Hall, Adult Sophie, Sally Messham, Belinda, Ayse Parlak, Teen Girl 1, Sophia Lamanova, Teen Girl 2, Brooklyn Toulson, Michael, Spike Fearn, Olly, Harry Perdios, Toby",Aftersun, Released, English,26473270.6,4785157,AU
Call Me Chihiro,2/23/2023,71,Drama,"An unapologetic former sex worker starts working at a bento stand in a small seaside town, bringing comfort to the lonely souls who come her way.","Kasumi Arimura, Chihiro, Hana Toyoshima, Kuniko Seo / Okaji, Ryuya Wakaba, Taniguchi, Yui Sakuma, Hitomi, Lily Franky, Utsumi, Jun Fubuki, Tae, Mitsuru Hirata, Bito, Toshie Negishi, Nagai, Miwako Ichikawa, Chihiro", ?????, Released, Japanese,100000000,369861963.8,JP
After,2/22/2023,60,Drama,"A club in Paris. Driving techno beats sweep everyone away. People dance, consume and talk. Félicie meets Saïd and takes him to her place for an afterparty. On the cusp between night and day, different lives and views collide.","Louise Chevillotte, Félicie, Majd Mastoura, Saïd, Natalia Wiszniewska, Kasia, Killian Briot, Sacha, Olivier Chantreau, Ivan, Juliette Gharbi, Hannah, Romain Gillot, Yann, Laura Mélinand, Sarah's Friend, Barbara Rollet, Kasia's Lover",After, Released, French,14000000,57926850,BR
After,2/22/2023,60,Drama,"A club in Paris. Driving techno beats sweep everyone away. People dance, consume and talk. Félicie meets Saïd and takes him to her place for an afterparty. On the cusp between night and day, different lives and views collide.","Louise Chevillotte, Félicie, Majd Mastoura, Saïd, Natalia Wiszniewska, Kasia, Killian Briot, Sacha, Olivier Chantreau, Ivan, Juliette Gharbi, Hannah, Romain Gillot, Yann, Laura Mélinand, Sarah's Friend, Barbara Rollet, Kasia's Lover",After, Released, French,650000,0,BR
Marui Video,2/22/2023,37,"Mystery, Horror","The video evidence of the murder, which is especially brutal and graphic that shouldn't release to the public.  A reporter who has access to the prosecutor's office hears about a cursed tape in the video archive and begins reporting on it. As he digs into the background of the tape, he and his team uncover tidbits of records and find links to various cases. But as they dig deeper and deeper, mysterious events take place all around them...","Seo Hyun-woo, , Jo Min-kyoung, ", ??? ???, Released, Korean,58670000,385960548.2,KR
The Strays,2/17/2023,55,"Thriller, Mystery, Drama, Horror",A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,"Ashley Madekwe, Neve, Justin Salinger, Ian, Jorden Myrie, Carl, Bukky Bakray, Dione, Samuel Paul Small, Sebastian, Maria Almeida, Mary, Caroline Martin, Jessie, Michael Warburton, Kenneth, George Greenland, Delivery Guy",The Strays, Released, English,131700000,751965791.6,GB
Unlocked,2/17/2023,75,"Thriller, Mystery",A woman’s life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,"Chun Woo-hee, Lee Na-mi, Yim Si-wan, Oh Jun-yeong, Kim Hee-won, Woo Ji-man, Park Ho-san, Lee Seung-woo, Kim Ye-won, Jeong Eun-joo, Jeon Jin-oh, Kim Jeong-ho, Oh Hyun-kyung, CEO Oh, Ryu Sung-hyun, Chief of Detectives, Jeon Ik-ryoung, Jeong-mi", ????? ????? ???, Released, Korean,79400000,712254239.2,KR
Lagaslas,2/17/2023,20,Drama,"A wild and wet erotic drama thriller starring newest sexy actress Manang Medina. A young man named Edmar falls madly in love with Karisma, a barrio lass. Will he still love her if he finds out Karisma's deepest darkest secret?","Manang Medina, , Julio Diaz, , VR Velosa, , Ruby Rubi, ",Lagaslas, Released, Tagalog,12001040,38139010,PH
My Father's Mexican Wedding,2/17/2023,66,"Comedy, Romance","Ana, a young Spanish woman who has just been dumped by her boyfriend, and her brother Tono, receive a call from their father to tell him that he is getting married in Mexico to a woman he met on the Internet. When they get there, they discover that the girl is 30 years younger than her father and they begin to live with her new in-laws, with the inevitable cultural clashes that this will entail.","Miren Ibarguren, Ana, Pol Monen, , Eduardo Casanova, , Diana Bovio, , Christian Vázquez, , Maribel Guardia, , La Terremoto de Alcorcón, ", La novia de América, Released," Spanish, Castilian",63800000,408505847.8,ES
Ant-Man and the Wasp: Quantumania,2/16/2023,63,"Science Fiction, Adventure, Action","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.","Paul Rudd, Scott Lang / Ant-Man, Evangeline Lilly, Hope van Dyne / The Wasp, Jonathan Majors, Kang the Conqueror, Kathryn Newton, Cassie Lang, Michelle Pfeiffer, Janet van Dyne, Michael Douglas, Dr. Hank Pym, Corey Stoll, M.O.D.O.K., Bill Murray, Lord Krylar, William Jackson Harper, Quaz",Ant-Man and the Wasp: Quantumania, Released, English,200000000,466001332,AU
Perfect Addiction,2/16/2023,67,"Drama, Romance, Action",A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,"Kiana Madeira, Sienna Lane, Ross Butler, Kayden Williams, Matthew Noszka, Jax Deneris, Bree Winslow, Beth, Nicholas Duvernay, Brent Jacobs, Manu Bennett, Julian, Ryan Bown, Evan Kessler, Poppy Gilbert, Cara, Cecilia Diesch, Athena",Perfect Addiction, Released, English,79800000,387664307.6,DE
Close,2/16/2023,78,Drama,"Two thirteen year-olds have always been incredibly close but they drift apart after the intimacy of their relationship is questioned by schoolmates.  An emotionally transformative and unforgettable portrait of the intersection of friendship and love, identity and independence, and heartbreak and healing.","Eden Dambrine, Léo, Gustav De Waele, Rémi, Émilie Dequenne, Sophie, Léa Drucker, Nathalie, Igor van Dessel, Charlie, Kevin Janssens, Peter, Marc Weiss, Yves, Léon Bataille, Baptiste, Serine Ayari, Céline",Close, Released, French,26523270.6,3129968,AU
